"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","TGO.NID_NGDP.A","OBS_VALUE","Togo","Gross capital formation, Percent of GDP","Annual","Units","20.157","16.836","19.136","18.602","21.355","23.419","25.939","27.989","26.837","25.574"
"IMF.RES:WEO(9.0.0)","NRU.GGXWDG_NGDP.A","OBS_VALUE","Nauru, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","86.350","77.972","71.056","59.570","56.269","20.521","22.379","20.466","17.390","14.968"
"IMF.RES:WEO(9.0.0)","BFA.NGDPDPC.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","663.531","708.450","778.742","767.675","830.473","896.006","829.108","873.612","981.971","1115.018"
"IMF.RES:WEO(9.0.0)","UGA.NID_NGDP.A","OBS_VALUE","Uganda","Gross capital formation, Percent of GDP","Annual","Units","25.235","24.456","24.964","24.825","24.211","24.092","24.241","22.034","21.466","21.522"
"IMF.RES:WEO(9.0.0)","BFA.GGXWDG_NGDP.A","OBS_VALUE","Burkina Faso","Gross debt, General government, Percent of GDP","Annual","Units","32.854","33.885","38.114","41.734","43.637","55.479","59.165","56.818","57.247","53.182"
"IMF.RES:WEO(9.0.0)","TUN.NID_NGDP.A","OBS_VALUE","Tunisia","Gross capital formation, Percent of GDP","Annual","Units","20.475","21.295","22.964","19.803","12.744","15.223","14.241","12.278","11.630","12.126"
"IMF.RES:WEO(9.0.0)","UGA.NGDPDPC.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","826.912","838.495","879.024","951.591","919.121","1008.190","1079.100","1149.942","1206.092","1353.414"
"IMF.RES:WEO(9.0.0)","BFA.NID_NGDP.A","OBS_VALUE","Burkina Faso","Gross capital formation, Percent of GDP","Annual","Units","20.796","22.074","21.713","19.686","17.078","15.508","18.059","20.402","21.934","17.481"
"IMF.RES:WEO(9.0.0)","UGA.GGXWDG_NGDP.A","OBS_VALUE","Uganda","Gross debt, General government, Percent of GDP","Annual","Units","31.333","33.640","34.887","37.537","46.345","50.345","50.180","50.514","51.493","52.351"
"IMF.RES:WEO(9.0.0)","ZMB.GGXWDG_NGDP.A","OBS_VALUE","Zambia","Gross debt, General government, Percent of GDP","Annual","Units","61.154","66.606","81.165","103.332","140.001","111.047","99.476","129.058","114.943",""
"IMF.RES:WEO(9.0.0)","NRU.NGDPDPC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8926.437","9626.435","11426.971","10793.362","10721.849","15027.296","12916.408","12777.181","13592.399","14274.023"
"IMF.RES:WEO(9.0.0)","PNG.GGXWDG_NGDP.A","OBS_VALUE","Papua New Guinea","Gross debt, General government, Percent of GDP","Annual","Units","33.740","32.484","36.676","38.215","48.680","52.576","48.189","53.857","52.082","50.363"
"IMF.RES:WEO(9.0.0)","VUT.NGDPDPC.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2929.483","3158.835","3100.121","3187.380","3341.002","2951.692","3206.288","3371.239","3156.514","3132.900"
"IMF.RES:WEO(9.0.0)","SLB.NID_NGDP.A","OBS_VALUE","Solomon Islands","Gross capital formation, Percent of GDP","Annual","Units","16.247","19.459","18.868","22.681","17.608","16.950","23.363","23.363","23.363","23.363"
"IMF.RES:WEO(9.0.0)","SLB.GGXWDG_NGDP.A","OBS_VALUE","Solomon Islands","Gross debt, General government, Percent of GDP","Annual","Units","7.535","8.770","7.948","7.819","12.839","15.936","15.506","20.304","22.088","23.744"
"IMF.RES:WEO(9.0.0)","FJI.NID_NGDP.A","OBS_VALUE","Fiji, Republic of","Gross capital formation, Percent of GDP","Annual","Units","21.116","21.424","21.049","20.013","17.532","21.566","20.559","19.655","19.794","19.854"
"IMF.RES:WEO(9.0.0)","FJI.GGXWDG_NGDP.A","OBS_VALUE","Fiji, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","44.556","43.427","45.768","49.484","65.808","86.656","91.494","82.926","79.109","76.616"
"IMF.RES:WEO(9.0.0)","FJI.NGDPDPC.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5658.236","6049.889","6269.882","5968.379","4692.746","4588.805","5459.654","5970.919","6467.915","6825.462"
"IMF.RES:WEO(9.0.0)","KIR.NGDPDPC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1845.780","1959.950","2022.227","1847.108","1855.475","2351.782","2192.916","2303.257","2418.727","2481.332"
"IMF.RES:WEO(9.0.0)","KIR.GGXWDG_NGDP.A","OBS_VALUE","Kiribati","Gross debt, General government, Percent of GDP","Annual","Units","21.231","20.159","18.983","18.959","20.978","17.347","16.316","11.416","9.916","8.716"
"IMF.RES:WEO(9.0.0)","SLB.NGDPDPC.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2080.758","2164.950","2325.003","2278.163","2118.582","2059.050","2077.115","2160.612","2269.220","2385.574"
"IMF.RES:WEO(9.0.0)","PNG.NGDPDPC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2245.439","2343.574","2366.847","2314.745","2124.796","2216.458","2631.413","2502.025","2511.757","2555.254"
"IMF.RES:WEO(9.0.0)","WSM.NGDPDPC.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4325.408","4496.277","4390.958","4448.827","4308.015","4213.686","4306.431","5009.431","5582.007","5886.586"
"IMF.RES:WEO(9.0.0)","VUT.NID_NGDP.A","OBS_VALUE","Vanuatu","Gross capital formation, Percent of GDP","Annual","Units","25.570","27.862","26.800","24.437","46.631","51.172","55.858","37.617","39.441","41.241"
"IMF.RES:WEO(9.0.0)","TON.GGXWDG_NGDP.A","OBS_VALUE","Tonga","Gross debt, General government, Percent of GDP","Annual","Units","49.382","44.718","45.824","42.797","42.552","43.044","43.216","43.255","36.963","31.643"
"IMF.RES:WEO(9.0.0)","VUT.GGXWDG_NGDP.A","OBS_VALUE","Vanuatu","Gross debt, General government, Percent of GDP","Annual","Units","42.452","52.630","45.262","45.096","48.026","48.532","42.750","41.781","45.339","48.572"
"IMF.RES:WEO(9.0.0)","WSM.GGXWDG_NGDP.A","OBS_VALUE","Samoa","Gross debt, General government, Percent of GDP","Annual","Units","48.994","46.684","49.405","44.291","43.186","45.446","40.966","31.808","25.166","20.901"
"IMF.RES:WEO(9.0.0)","TON.NGDPDPC.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4181.064","4574.034","4792.272","4917.317","5010.141","5186.338","5153.956","5145.824","5611.366","5921.472"
"IMF.RES:WEO(9.0.0)","AZE.NID_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","25.682","24.379","20.129","20.308","23.666","17.079","12.004","17.743","16.797","16.239"
"IMF.RES:WEO(9.0.0)","BLR.GGXWDG_NGDP.A","OBS_VALUE","Belarus, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","53.482","53.160","47.515","40.999","47.493","41.182","40.844","40.724","39.888","35.781"
"IMF.RES:WEO(9.0.0)","ARM.NGDPDPC.A","OBS_VALUE","Armenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3539.624","3882.604","4205.216","4598.782","4267.453","4674.214","6539.113","7972.505","8330.239","8968.916"
"IMF.RES:WEO(9.0.0)","FSM.NGDPDPC.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3208.161","3563.883","3960.729","4011.106","3837.824","4080.611","4389.219","4689.882","4986.485","5241.065"
"IMF.RES:WEO(9.0.0)","TUV.NGDPDPC.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3867.747","4312.308","4561.426","5237.962","5158.717","5983.042","5123.115","5008.786","5729.351","5830.305"
"IMF.RES:WEO(9.0.0)","FSM.GGXWDG_NGDP.A","OBS_VALUE","Micronesia, Federated States of","Gross debt, General government, Percent of GDP","Annual","Units","24.573","23.923","21.041","19.744","21.480","16.956","15.074","12.863","10.924","9.263"
"IMF.RES:WEO(9.0.0)","TUV.GGXWDG_NGDP.A","OBS_VALUE","Tuvalu","Gross debt, General government, Percent of GDP","Annual","Units","11.485","12.047","11.820","11.608","12.098","11.301","6.329","6.669","6.957","3.638"
"IMF.RES:WEO(9.0.0)","MHL.NGDPDPC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4143.728","4547.783","4850.533","5274.862","5502.426","6103.305","6118.995","6417.177","7308.833","8286.564"
"IMF.RES:WEO(9.0.0)","MHL.GGXWDG_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Gross debt, General government, Percent of GDP","Annual","Units","29.214","26.532","24.687","25.127","21.669","20.056","19.808","18.216","13.224","10.604"
"IMF.RES:WEO(9.0.0)","KAZ.GGXWDG_NGDP.A","OBS_VALUE","Kazakhstan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","19.677","19.869","20.259","19.944","26.357","25.100","23.524","22.982","24.377","24.808"
"IMF.RES:WEO(9.0.0)","KAZ.NID_NGDP.A","OBS_VALUE","Kazakhstan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","27.828","26.352","25.258","27.628","28.807","26.533","24.976","28.122","27.212","28.265"
"IMF.RES:WEO(9.0.0)","AZE.NGDPDPC.A","OBS_VALUE","Azerbaijan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3897.788","4217.653","4759.796","4841.145","4280.429","5468.269","7831.176","7151.946","7251.303","7365.278"
"IMF.RES:WEO(9.0.0)","AZE.GGXWDG_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","20.608","22.509","18.685","17.656","21.327","26.349","17.324","21.807","21.672","22.387"
"IMF.RES:WEO(9.0.0)","G903.GGXWDG_NGDP.A","OBS_VALUE","Emerging and Developing Europe","Gross debt, General government, Percent of GDP","Annual","Units","31.734","29.771","29.369","28.827","37.423","34.815","32.366","34.162","34.999","37.508"
"IMF.RES:WEO(9.0.0)","G903.NID_NGDP.A","OBS_VALUE","Emerging and Developing Europe","Gross capital formation, Percent of GDP","Annual","Units","24.356","25.121","24.172","23.539","24.493","25.254","26.331","26.535","25.311","25.917"
"IMF.RES:WEO(9.0.0)","ARM.NID_NGDP.A","OBS_VALUE","Armenia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","18.016","18.422","22.400","17.409","19.664","22.964","22.379","22.941","23.833","23.937"
"IMF.RES:WEO(9.0.0)","ARM.GGXWDG_NGDP.A","OBS_VALUE","Armenia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","56.476","58.093","56.069","54.152","67.271","63.649","49.279","50.449","49.961","53.439"
"IMF.RES:WEO(9.0.0)","BLR.NGDPDPC.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5037.653","5785.291","6357.962","6838.218","6536.527","7332.084","7990.348","7821.879","8344.628","9435.376"
"IMF.RES:WEO(9.0.0)","GEO.NGDPDPC.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4142.174","4420.410","4800.794","4738.796","4308.286","5055.161","6773.539","8237.416","9141.846","10125.977"
"IMF.RES:WEO(9.0.0)","BGR.NGDPDPC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7593.706","8409.665","9473.889","9874.073","10215.862","12352.357","14069.944","15892.404","17434.514","20425.720"
"IMF.RES:WEO(9.0.0)","KAZ.NGDPDPC.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7715.442","9248.382","9813.280","9813.064","9121.988","10373.954","11484.417","13157.579","14459.336","14722.579"
"IMF.RES:WEO(9.0.0)","BLR.NID_NGDP.A","OBS_VALUE","Belarus, Republic of","Gross capital formation, Percent of GDP","Annual","Units","26.478","28.030","28.079","29.150","27.455","24.905","21.598","24.925","25.836","25.854"
"IMF.RES:WEO(9.0.0)","GEO.GGXWDG_NGDP.A","OBS_VALUE","Georgia","Gross debt, General government, Percent of GDP","Annual","Units","39.465","38.894","38.221","40.049","59.559","49.094","39.169","38.923","36.095","34.234"
"IMF.RES:WEO(9.0.0)","GEO.NID_NGDP.A","OBS_VALUE","Georgia","Gross capital formation, Percent of GDP","Annual","Units","28.903","25.125","27.926","27.168","24.606","20.679","24.067","24.999","22.816","22.345"
"IMF.RES:WEO(9.0.0)","ALB.GGXWDG_NGDP.A","OBS_VALUE","Albania","Gross debt, General government, Percent of GDP","Annual","Units","73.324","71.895","68.464","66.575","75.381","74.795","65.198","57.975","56.030","54.117"
"IMF.RES:WEO(9.0.0)","ALB.NGDPDPC.A","OBS_VALUE","Albania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4124.405","4542.760","5365.550","5459.304","5381.096","6396.387","6908.099","8594.203","9948.352","11108.181"
"IMF.RES:WEO(9.0.0)","ALB.NID_NGDP.A","OBS_VALUE","Albania","Gross capital formation, Percent of GDP","Annual","Units","25.470","24.672","28.062","26.111","27.080","29.575","27.637","23.927","25.510","26.473"
"IMF.RES:WEO(9.0.0)","TKM.GGXWDG_NGDP.A","OBS_VALUE","Turkmenistan","Gross debt, General government, Percent of GDP","Annual","Units","21.083","24.695","22.515","17.721","15.357","12.286","7.138","5.459","4.112","3.855"
"IMF.RES:WEO(9.0.0)","TJK.NGDPDPC.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","800.645","844.595","852.341","893.318","858.445","925.135","1089.260","1218.739","1393.674","1643.986"
"IMF.RES:WEO(9.0.0)","KGZ.NID_NGDP.A","OBS_VALUE","Kyrgyz Republic","Gross capital formation, Percent of GDP","Annual","Units","31.610","30.752","27.797","25.017","17.425","23.376","21.582","19.714","19.414","18.871"
"IMF.RES:WEO(9.0.0)","BGR.NID_NGDP.A","OBS_VALUE","Bulgaria","Gross capital formation, Percent of GDP","Annual","Units","18.962","19.817","21.117","20.696","20.134","20.696","22.687","19.750","20.354","20.219"
"IMF.RES:WEO(9.0.0)","MDA.NID_NGDP.A","OBS_VALUE","Moldova, Republic of","Gross capital formation, Percent of GDP","Annual","Units","21.987","21.939","26.592","25.104","23.864","26.856","27.310","20.085","23.895","25.078"
"IMF.RES:WEO(9.0.0)","BGR.GGXWDG_NGDP.A","OBS_VALUE","Bulgaria","Gross debt, General government, Percent of GDP","Annual","Units","27.007","22.919","20.100","18.382","22.715","23.838","22.484","22.886","24.078","28.416"
"IMF.RES:WEO(9.0.0)","MDA.GGXWDG_NGDP.A","OBS_VALUE","Moldova, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","39.678","34.860","31.800","28.792","36.633","33.639","35.042","34.945","38.778","37.798"
"IMF.RES:WEO(9.0.0)","MDA.NGDPDPC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2825.817","3422.643","4121.047","4371.701","4361.472","5213.541","5662.201","6704.941","7510.931","8239.361"
"IMF.RES:WEO(9.0.0)","KGZ.NGDPDPC.A","OBS_VALUE","Kyrgyz Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1131.841","1254.510","1321.954","1466.956","1270.961","1390.900","1805.648","2191.134","2471.432","2789.586"
"IMF.RES:WEO(9.0.0)","KGZ.GGXWDG_NGDP.A","OBS_VALUE","Kyrgyz Republic","Gross debt, General government, Percent of GDP","Annual","Units","59.073","58.786","54.818","48.848","63.643","56.201","46.822","41.950","37.522","37.812"
"IMF.RES:WEO(9.0.0)","UZB.NGDPDPC.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2712.808","2170.054","1797.362","2023.534","1959.678","2237.920","2555.187","2848.970","3113.335","3646.604"
"IMF.RES:WEO(9.0.0)","UZB.NID_NGDP.A","OBS_VALUE","Uzbekistan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","24.094","24.220","36.443","34.393","33.173","34.007","32.879","34.323","33.297","34.761"
"IMF.RES:WEO(9.0.0)","UKR.NID_NGDP.A","OBS_VALUE","Ukraine","Gross capital formation, Percent of GDP","Annual","Units","21.724","19.965","18.588","14.890","8.932","14.467","12.113","18.071","18.643","20.887"
"IMF.RES:WEO(9.0.0)","UKR.GGXWDG_NGDP.A","OBS_VALUE","Ukraine","Gross debt, General government, Percent of GDP","Annual","Units","79.513","71.620","60.353","50.452","60.505","48.917","77.717","81.209","89.720","108.644"
"IMF.RES:WEO(9.0.0)","RUS.NGDPDPC.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8689.358","10665.280","11182.638","11465.343","10074.759","12423.263","15646.291","14079.095","14871.314","17445.750"
"IMF.RES:WEO(9.0.0)","CHN.NID_NGDP.A","OBS_VALUE","China, People's Republic of","Gross capital formation, Percent of GDP","Annual","Units","42.167","42.666","43.427","42.634","42.271","42.708","42.377","41.130","40.607","38.813"
"IMF.RES:WEO(9.0.0)","TJK.GGXWDG_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","42.179","46.300","46.295","43.207","50.940","42.013","31.793","29.947","24.945","21.968"
"IMF.RES:WEO(9.0.0)","RUS.NID_NGDP.A","OBS_VALUE","Russian Federation","Gross capital formation, Percent of GDP","Annual","Units","23.095","23.607","21.918","22.662","23.456","23.009","23.203","27.008","26.299","26.727"
"IMF.RES:WEO(9.0.0)","CHN.GGXWDG_NGDP.A","OBS_VALUE","China, People's Republic of","Gross debt, General government, Percent of GDP","Annual","Units","49.720","53.903","55.577","59.441","69.035","70.147","75.453","82.014","88.319","96.262"
"IMF.RES:WEO(9.0.0)","TJK.NID_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","20.521","23.652","20.710","18.111","16.713","16.759","17.155","18.465","20.958","23.067"
"IMF.RES:WEO(9.0.0)","CHN.NGDPDPC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8222.250","8930.226","10040.460","10334.456","10695.519","12877.533","12968.171","12960.729","13313.942","13806.031"
"IMF.RES:WEO(9.0.0)","RUS.GGXWDG_NGDP.A","OBS_VALUE","Russian Federation","Gross debt, General government, Percent of GDP","Annual","Units","14.849","14.311","13.620","13.748","19.156","16.524","18.482","19.468","20.251","23.050"
"IMF.RES:WEO(9.0.0)","EST.GGXWDG_NGDP.A","OBS_VALUE","Estonia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","10.239","9.434","8.507","9.047","19.096","18.420","19.187","20.097","23.406","24.413"
"IMF.RES:WEO(9.0.0)","SVK.NGDPDPC.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16645.425","17651.909","19595.393","19421.492","19723.139","22096.309","21339.766","24671.360","26127.431","28524.477"
"IMF.RES:WEO(9.0.0)","SVK.GGXWDG_NGDP.A","OBS_VALUE","Slovak Republic","Gross debt, General government, Percent of GDP","Annual","Units","52.136","51.382","49.270","48.010","58.408","60.183","57.702","55.636","57.233","59.575"
"IMF.RES:WEO(9.0.0)","CZE.NGDPDPC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18731.830","20882.415","23661.699","24013.061","23464.296","27667.664","27876.280","31800.883","31735.177","35161.476"
"IMF.RES:WEO(9.0.0)","CZE.GGXWDG_NGDP.A","OBS_VALUE","Czech Republic","Gross debt, General government, Percent of GDP","Annual","Units","36.232","33.782","31.678","29.552","36.883","40.692","42.520","42.222","43.340","43.999"
"IMF.RES:WEO(9.0.0)","UZB.GGXWDG_NGDP.A","OBS_VALUE","Uzbekistan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","8.190","17.264","17.455","25.375","33.673","31.725","30.529","32.181","32.655","31.062"
"IMF.RES:WEO(9.0.0)","UKR.NGDPDPC.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2200.851","2654.483","3118.001","3687.839","3780.075","4874.309","4693.831","5326.189","5718.991","6381.676"
"IMF.RES:WEO(9.0.0)","TKM.NGDPDPC.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6165.055","6354.528","6720.789","7302.894","7272.268","7801.683","8813.475","9639.771","10408.348","10801.102"
"IMF.RES:WEO(9.0.0)","HUN.NGDPDPC.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13188.503","14716.129","16593.030","17002.758","16355.505","18991.056","18555.740","22301.861","23271.805","25916.328"
"IMF.RES:WEO(9.0.0)","SVK.NID_NGDP.A","OBS_VALUE","Slovak Republic","Gross capital formation, Percent of GDP","Annual","Units","24.546","23.634","24.184","24.045","20.198","22.719","23.174","19.882","20.051","19.058"
"IMF.RES:WEO(9.0.0)","LVA.GGXWDG_NGDP.A","OBS_VALUE","Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","41.734","40.330","38.304","37.911","44.037","45.874","44.429","44.647","46.756","47.134"
"IMF.RES:WEO(9.0.0)","LVA.NGDPDPC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13768.519","15066.124","17195.706","17241.515","17483.696","20181.834","20282.275","22615.109","23242.742","25629.634"
"IMF.RES:WEO(9.0.0)","CZE.NID_NGDP.A","OBS_VALUE","Czech Republic","Gross capital formation, Percent of GDP","Annual","Units","25.075","25.090","25.643","26.172","24.730","28.129","31.033","28.219","26.304","25.698"
"IMF.RES:WEO(9.0.0)","EST.NID_NGDP.A","OBS_VALUE","Estonia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","24.702","25.938","27.851","26.357","29.654","30.947","27.728","25.242","24.554","25.098"
"IMF.RES:WEO(9.0.0)","EST.NGDPDPC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18661.231","20844.174","23628.862","24023.899","23914.829","27969.745","28362.680","30272.750","31418.897","34041.287"
"IMF.RES:WEO(9.0.0)","MNG.GGXWDG_NGDP.A","OBS_VALUE","Mongolia","Gross debt, General government, Percent of GDP","Annual","Units","78.678","86.898","76.539","66.837","83.392","67.358","64.568","46.705","44.057","46.569"
"IMF.RES:WEO(9.0.0)","LTU.GGXWDG_NGDP.A","OBS_VALUE","Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","39.973","39.336","33.341","35.586","45.889","43.297","38.063","37.340","38.224","41.785"
"IMF.RES:WEO(9.0.0)","HRV.NGDPDPC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12817.079","13899.034","15465.998","15566.354","14797.883","17802.327","18480.292","21872.864","24024.792","26957.850"
"IMF.RES:WEO(9.0.0)","HRV.NID_NGDP.A","OBS_VALUE","Croatia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","19.895","20.826","22.477","21.962","23.547","21.799","26.069","23.293","23.086","23.729"
"IMF.RES:WEO(9.0.0)","LVA.NID_NGDP.A","OBS_VALUE","Latvia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","21.756","22.712","23.874","23.338","22.155","25.723","24.212","24.573","21.151","21.345"
"IMF.RES:WEO(9.0.0)","SRB.GGXWDG_NGDP.A","OBS_VALUE","Serbia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","64.978","55.257","51.137","49.454","54.325","53.637","50.907","45.667","44.479","43.902"
"IMF.RES:WEO(9.0.0)","MNE.NGDPDPC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6966.089","7671.578","8677.527","8750.222","7549.440","9322.057","10046.083","12261.695","13259.471","14985.897"
"IMF.RES:WEO(9.0.0)","SRB.NGDPDPC.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5982.370","6548.037","7559.862","7755.633","8098.710","9632.308","10022.969","12281.506","13544.907","15322.201"
"IMF.RES:WEO(9.0.0)","SRB.NID_NGDP.A","OBS_VALUE","Serbia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","18.167","19.718","22.499","24.927","24.097","24.945","26.390","24.616","24.053","24.856"
"IMF.RES:WEO(9.0.0)","HUN.NID_NGDP.A","OBS_VALUE","Hungary","Gross capital formation, Percent of GDP","Annual","Units","21.889","23.095","26.952","28.547","27.543","30.782","34.376","25.763","23.493","21.703"
"IMF.RES:WEO(9.0.0)","MNE.GGXWDG_NGDP.A","OBS_VALUE","Montenegro","Gross debt, General government, Percent of GDP","Annual","Units","66.687","66.932","72.857","79.635","108.404","86.181","70.311","59.568","60.756","60.793"
"IMF.RES:WEO(9.0.0)","HUN.GGXWDG_NGDP.A","OBS_VALUE","Hungary","Gross debt, General government, Percent of GDP","Annual","Units","74.646","72.002","68.816","64.988","78.687","76.215","73.861","72.966","73.453","74.761"
"IMF.RES:WEO(9.0.0)","MNE.NID_NGDP.A","OBS_VALUE","Montenegro","Gross capital formation, Percent of GDP","Annual","Units","24.960","28.647","31.351","30.912","30.088","25.469","27.583","25.448","25.880","25.729"
"IMF.RES:WEO(9.0.0)","MKD.GGXWDG_NGDP.A","OBS_VALUE","North Macedonia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","39.721","39.383","40.425","40.448","50.846","52.750","50.449","50.827","54.834","52.860"
"IMF.RES:WEO(9.0.0)","MNG.NGDPDPC.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3575.095","3612.716","4078.182","4309.049","3965.097","4482.853","4959.141","5796.476","6712.455","7005.494"
"IMF.RES:WEO(9.0.0)","BIH.NID_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Gross capital formation, Percent of GDP","Annual","Units","21.730","23.618","23.708","24.332","22.567","25.444","27.438","25.801","28.891","28.721"
"IMF.RES:WEO(9.0.0)","LTU.NID_NGDP.A","OBS_VALUE","Lithuania, Republic of","Gross capital formation, Percent of GDP","Annual","Units","20.966","20.515","22.334","19.516","16.664","21.913","28.142","22.009","20.362","21.458"
"IMF.RES:WEO(9.0.0)","HRV.GGXWDG_NGDP.A","OBS_VALUE","Croatia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","79.256","76.171","72.847","70.884","86.469","78.201","68.544","61.827","57.562","56.995"
"IMF.RES:WEO(9.0.0)","MNG.NID_NGDP.A","OBS_VALUE","Mongolia","Gross capital formation, Percent of GDP","Annual","Units","22.629","27.406","39.378","35.592","22.384","36.719","42.332","33.900","35.545","33.457"
"IMF.RES:WEO(9.0.0)","LTU.NGDPDPC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14927.805","16795.910","19258.807","19612.260","20407.379","23881.456","25102.667","27798.037","29378.609","32982.410"
